CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Tenure Group,Actual Churn,Churn Probability,Predicted Churn,Churn Probability %,Risk Level,Recommended Action
8970-ANWXO,Female,No,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,3483,13-24 Months,0,0.4233428848409928,0,42.33,Medium Risk,Monitor
8739-WWKDU,Male,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,2196.15,4849,25-48 Months,1,0.8287680104962624,1,82.88,High Risk,Contract upgrade + Security offer
2171-UDMFD,Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,674.55,4363,25-48 Months,0,0.06594526475903287,0,6.59,Low Risk,Monitor
7036-TYDEC,Female,No,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,5902,49+ Months,0,0.21106980394523048,0,21.11,Low Risk,Monitor
3831-YCPUO,Female,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,6419,49+ Months,0,0.029055100943402416,0,2.91,Low Risk,Monitor
0121-SNYRK,Male,No,No,No,50,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,5052,49+ Months,0,0.10533238353913192,0,10.53,Low Risk,Monitor
3325-FUYCG,Male,No,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.1,2847.4,3770,25-48 Months,1,0.6231222979363485,1,62.31,High Risk,Promote Tech Support
1952-DVVSW,Female,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,184.4,3509,0-12 Months,0,0.2375884313845891,0,23.76,Low Risk,Monitor
3571-DPYUH,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,5653,49+ Months,0,0.09557580977574116,0,9.56,Low Risk,Monitor
2077-MPJQO,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,533.05,3533,0-12 Months,0,0.9062185563551172,1,90.62,High Risk,Contract upgrade + Security offer
2391-SOORI,Male,No,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,5858,0-12 Months,1,0.2352910577731682,0,23.53,Low Risk,Monitor
4086-ATNFV,Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,4522,25-48 Months,0,0.04366200710257361,0,4.37,Low Risk,Monitor
3396-DKDEL,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8250.0,4388,49+ Months,0,0.042110344419387775,0,4.21,Low Risk,Monitor
7471-MQPOS,Male,Yes,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9,5139.65,6404,49+ Months,0,0.0267117798756005,0,2.67,Low Risk,Monitor
7181-OQCUT,Male,No,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,4520,13-24 Months,0,0.7293388541008986,1,72.93,High Risk,Contract upgrade + Tech Support
3489-VSFRD,Female,No,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,3282.75,4835,49+ Months,0,0.05847965268323423,0,5.85,Low Risk,Monitor
6283-GITPX,Male,No,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,4633,49+ Months,0,0.005394673421796497,0,0.54,Low Risk,Monitor
2845-HSJCY,Female,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,4786,13-24 Months,1,0.906686352727665,1,90.67,High Risk,Contract upgrade + Security offer
7216-KAOID,Male,No,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,2446,25-48 Months,0,0.01481713737829192,0,1.48,Low Risk,Monitor
6680-WKXRZ,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,2054,0-12 Months,1,0.7924314231155463,1,79.24,High Risk,Contract upgrade + Security offer
2346-LOCWC,Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1191.4,6186,49+ Months,0,0.0038920338325731958,0,0.39,Low Risk,Monitor
0769-MURVM,Female,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,6187,49+ Months,0,0.008966968273884714,0,0.9,Low Risk,Monitor
3374-LXDEV,Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,1132.35,2226,13-24 Months,1,0.7082161340894949,1,70.82,High Risk,Contract upgrade + Security offer
5318-YKDPV,Male,No,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,3716,25-48 Months,0,0.12334376774654171,0,12.33,Low Risk,Monitor
8190-ZTQFB,Male,No,No,No,41,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,5622,25-48 Months,0,0.46027200912482136,0,46.03,Medium Risk,Monitor
4512-ZUIYL,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,153.05,2928,0-12 Months,1,0.7557422617141469,1,75.57,High Risk,Contract upgrade + Security offer
3090-QFUVD,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,20.3,2507,0-12 Months,0,0.42081800893755866,0,42.08,Medium Risk,Monitor
4806-KEXQR,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,4669,0-12 Months,1,0.887996383894766,1,88.8,High Risk,Contract upgrade + Security offer
2369-FEVNO,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,4590,0-12 Months,0,0.5293335051107226,0,52.93,Medium Risk,Monitor
9637-CDTKZ,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,4965,49+ Months,0,0.17207273883702676,0,17.21,Low Risk,Monitor
2954-PIBKO,Female,No,Yes,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,5128,49+ Months,0,0.03674647924738089,0,3.67,Low Risk,Monitor
2212-LYASK,Male,No,Yes,No,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,2068,25-48 Months,0,0.4523187861599638,0,45.23,Medium Risk,Monitor
9481-SFCQY,Female,No,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,5962,13-24 Months,0,0.24581998699876256,0,24.58,Low Risk,Monitor
2828-SLQPF,Male,No,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,4519,13-24 Months,0,0.5341885561986879,0,53.42,Medium Risk,Monitor
4647-MUZON,Female,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,5009,13-24 Months,0,0.8419040620895699,1,84.19,High Risk,Contract upgrade + Security offer
8212-DJRCH,Male,No,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,434.5,4014,0-12 Months,0,0.4643111676538476,0,46.43,Medium Risk,Monitor
0516-OOHAR,Male,No,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35,2799.0,3411,25-48 Months,0,0.1900156375505015,0,19.0,Low Risk,Monitor
4973-RLZVI,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,5616,25-48 Months,0,0.12482656713743291,0,12.48,Low Risk,Monitor
8089-UZWLX,Female,Yes,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,4113,49+ Months,0,0.1868319550674935,0,18.68,Low Risk,Monitor
9732-KPKBW,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,2771,0-12 Months,1,0.6168269007796766,0,61.68,Medium Risk,Monitor
9715-WZCLW,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,6910.3,4603,49+ Months,0,0.08191687142799259,0,8.19,Low Risk,Monitor
0257-KXZGU,Female,No,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,5442,25-48 Months,0,0.12765358515992858,0,12.77,Low Risk,Monitor
0707-HOVVN,Female,Yes,No,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,6024,49+ Months,0,0.052284930855629214,0,5.23,Low Risk,Monitor
5501-TVMGM,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,3255,0-12 Months,0,0.8074947181626984,1,80.75,High Risk,Contract upgrade + Security offer
3422-LYEPQ,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,4207,0-12 Months,1,0.8987884469628284,1,89.88,High Risk,Contract upgrade + Security offer
2277-VWCNI,Female,Yes,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,3048,0-12 Months,0,0.6646798464866306,1,66.47,High Risk,Contract upgrade + Security offer
5461-QKNTN,Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3953.15,2040,25-48 Months,0,0.7218698668462346,1,72.19,High Risk,Contract upgrade + Security offer
3967-KXAPS,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.3,6719.9,5136,49+ Months,0,0.050544492095574545,0,5.05,Low Risk,Monitor
6919-ELBGL,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,6268,49+ Months,0,0.1827396113105254,0,18.27,Low Risk,Monitor
8361-LTMKD,Male,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,306.6,5839,0-12 Months,1,0.8877671061091852,1,88.78,High Risk,Contract upgrade + Security offer
1131-ALZWV,Female,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,4147,13-24 Months,0,0.14203828129877474,0,14.2,Low Risk,Monitor
5178-LMXOP,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,5795,0-12 Months,1,0.9502737946133769,1,95.03,High Risk,Contract upgrade + Security offer
8992-CEUEN,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.85,18.85,5084,0-12 Months,0,0.5401565397745298,0,54.02,Medium Risk,Monitor
3320-VEOYC,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,3502,13-24 Months,0,0.9037331782879549,1,90.37,High Risk,Contract upgrade + Security offer
3672-YITQD,Male,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,2987,25-48 Months,1,0.8364308030566915,1,83.64,High Risk,Contract upgrade + Security offer
6080-TCMYC,Male,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.2,3292.3,5370,25-48 Months,0,0.38999463220870584,0,39.0,Low Risk,Monitor
6734-FQAJX,Male,Yes,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.05,7171.7,4143,49+ Months,0,0.16923451581918367,0,16.92,Low Risk,Monitor
1063-DHQJF,Male,No,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,5817,49+ Months,0,0.03160254918061237,0,3.16,Low Risk,Monitor
3976-NLDEZ,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,5370,0-12 Months,0,0.45054858224125605,0,45.05,Medium Risk,Monitor
1729-VLAZJ,Female,No,No,Yes,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,411.45,2876,0-12 Months,0,0.06716752198573757,0,6.72,Low Risk,Monitor
3400-ESFUW,Male,No,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,5463,49+ Months,1,0.031655949888933145,0,3.17,Low Risk,Monitor
5271-YNWVR,Male,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,4610,49+ Months,1,0.26693356190370615,0,26.69,Low Risk,Monitor
1587-FKLZB,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,4479,49+ Months,1,0.6795182794331083,1,67.95,High Risk,Contract upgrade + Security offer
0958-YHXGP,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,4562,0-12 Months,0,0.7933372158517463,1,79.33,High Risk,Contract upgrade + Security offer
1494-EJZDW,Female,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,2836,0-12 Months,0,0.03166187504610146,0,3.17,Low Risk,Monitor
1816-FLZDK,Male,No,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,3923,0-12 Months,0,0.6781403069429295,1,67.81,High Risk,Contract upgrade + Security offer
2075-PUEPR,Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,5248,49+ Months,0,0.004650138482908247,0,0.47,Low Risk,Monitor
1833-TCXKK,Male,No,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,3301,25-48 Months,0,0.7530745094645054,1,75.31,High Risk,Contract upgrade + Security offer
1436-ZMJAN,Female,No,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,2709,0-12 Months,0,0.758985613637435,1,75.9,High Risk,Contract upgrade + Security offer
0106-UGRDO,Female,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.85,4216,49+ Months,0,0.2547888674784377,0,25.48,Low Risk,Monitor
1069-XAIEM,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,2975,0-12 Months,1,0.9155259742923608,1,91.55,High Risk,Contract upgrade + Security offer
4213-HKBJO,Female,No,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,3378,25-48 Months,0,0.05444039631256476,0,5.44,Low Risk,Monitor
8345-MVDYC,Female,No,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.65,3618.7,5937,25-48 Months,0,0.06527031945001632,0,6.53,Low Risk,Monitor
2672-OJQZP,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,4118,0-12 Months,0,0.628220742024606,1,62.82,High Risk,Contract upgrade + Security offer
5136-RGMZO,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,2168.15,4443,25-48 Months,0,0.5421942505642205,0,54.22,Medium Risk,Monitor
5774-QPLTF,Male,No,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,938.95,6391,49+ Months,0,0.014859944987031306,0,1.49,Low Risk,Monitor
5240-CAOYT,Female,No,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,4882,49+ Months,0,0.3172104151246441,0,31.72,Low Risk,Monitor
3707-GNWHM,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,4750,0-12 Months,1,0.8629189032074441,1,86.29,High Risk,Contract upgrade + Security offer
5159-YFPKQ,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,5270,0-12 Months,1,0.8593545871848604,1,85.94,High Risk,Contract upgrade + Security offer
5052-PNLOS,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,3662,0-12 Months,1,0.8753329786119507,1,87.53,High Risk,Contract upgrade + Security offer
6173-GOLSU,Male,Yes,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,4228,49+ Months,0,0.645010917056784,1,64.5,High Risk,Contract upgrade + Security offer
6661-HBGWL,Female,Yes,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,2984,25-48 Months,1,0.7133310227840187,1,71.33,High Risk,Contract upgrade + Security offer
8207-VVMYB,Female,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,6170,49+ Months,0,0.02293106209066601,0,2.29,Low Risk,Monitor
5324-KTGCG,Male,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,4837,49+ Months,0,0.030538770765753148,0,3.05,Low Risk,Monitor
7354-OIJLX,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,5212,0-12 Months,0,0.8732625998539087,1,87.33,High Risk,Contract upgrade + Security offer
9286-BHDQG,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,5041,49+ Months,0,0.021434666775464826,0,2.14,Low Risk,Monitor
3567-PQTSO,Male,No,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,6365,49+ Months,0,0.26003578536324695,0,26.0,Low Risk,Monitor
3197-ARFOY,Female,Yes,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,3524,13-24 Months,0,0.654922188015922,1,65.49,High Risk,Offer contract upgrade
5698-BQJOH,Female,No,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,5571,0-12 Months,1,0.6109629709400283,0,61.1,Medium Risk,Monitor
1090-ESELR,Male,No,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,5534,49+ Months,0,0.10124918510897538,0,10.12,Low Risk,Monitor
0056-EPFBG,Male,No,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,3899,13-24 Months,0,0.049463459916532865,0,4.95,Low Risk,Monitor
4955-VCWBI,Female,No,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,4882,25-48 Months,0,0.014126980200412472,0,1.41,Low Risk,Monitor
4717-GHADL,Female,No,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,5592,49+ Months,0,0.13326872065321874,0,13.33,Low Risk,Monitor
0058-EVZWM,Female,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,5875,49+ Months,0,0.5762782466560854,0,57.63,Medium Risk,Monitor
7218-HKQFK,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,3715,0-12 Months,1,0.9055799993663783,1,90.56,High Risk,Contract upgrade + Security offer
5057-RKGLH,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,5352,0-12 Months,0,0.03445186726747705,0,3.45,Low Risk,Monitor
2309-OSFEU,Male,No,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,2529,0-12 Months,1,0.7755621233294131,1,77.56,High Risk,Contract upgrade + Security offer
3429-IFLEM,Female,No,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,4846,49+ Months,0,0.019280813100801073,0,1.93,Low Risk,Monitor
1550-LOAHA,Female,No,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,4017,25-48 Months,1,0.6433997180852056,1,64.34,High Risk,Contract upgrade + Security offer
1400-MMYXY,Male,Yes,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,2715,0-12 Months,1,0.9323462671966142,1,93.23,High Risk,Contract upgrade + Security offer
7503-QQRVF,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,2076,13-24 Months,1,0.7614134417254746,1,76.14,High Risk,Contract upgrade + Security offer
7504-UWHNB,Male,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,3080,25-48 Months,0,0.6845598149314934,1,68.46,High Risk,Contract upgrade + Security offer
9565-JSNFM,Male,No,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,5437,25-48 Months,1,0.37699203406403275,0,37.7,Low Risk,Monitor
4735-BJKOU,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,3915,25-48 Months,0,0.0326628199500904,0,3.27,Low Risk,Monitor
3580-GICBM,Female,No,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.2,1445.2,6201,49+ Months,0,0.006706447785110302,0,0.67,Low Risk,Monitor
7632-YUTXB,Female,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,2010,25-48 Months,0,0.029726036487687534,0,2.97,Low Risk,Monitor
9412-ARGBX,Female,No,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,2459,25-48 Months,1,0.17201640854616854,0,17.2,Low Risk,Monitor
9576-ANLXO,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,2876,0-12 Months,1,0.8055294627241895,1,80.55,High Risk,Contract upgrade + Security offer
1110-KYLGQ,Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,5331,49+ Months,0,0.43599648342146197,0,43.6,Medium Risk,Monitor
8696-JKZNU,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,5859,25-48 Months,1,0.7365560699406625,1,73.66,High Risk,Contract upgrade + Security offer
8757-TFHHJ,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,2978,0-12 Months,0,0.6015004973479692,0,60.15,Medium Risk,Monitor
2955-BJZHG,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,5174,13-24 Months,1,0.8320876478957658,1,83.21,High Risk,Contract upgrade + Security offer
9048-JVYVF,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,3520,0-12 Months,1,0.7757723388870343,1,77.58,High Risk,Contract upgrade + Security offer
0682-USIXD,Female,No,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.05,1818.9,2937,13-24 Months,0,0.800353999618736,1,80.04,High Risk,Contract upgrade + Security offer
3884-UEBXB,Female,No,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.15,2434.45,6314,49+ Months,0,0.00702903090596775,0,0.7,Low Risk,Monitor
1776-SPBWV,Female,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,2272,25-48 Months,0,0.02655190890918407,0,2.66,Low Risk,Monitor
